Idade,Renda,Regiao,Genero,seguroauto,segurovidaEmp,segurovidaPF,SeguroResidencial,AGE_RANGE,INCOME_RANGE,InvestimentoFundos_cambiais,InvestimentoFundos_commodities,InvestimentoLCI,InvestimentoLCA,InvestimentoPoupanca,InvestimentoFundosMultimercado,InvestimentoTesouroDireto,Emprestimo_pessoal,Emprestimo_consignado,Emprestimo_limite_especial,Emprestimo_educacao,Emprestimo_viagem,InvestimentoCDB,InvestimentoFundos,tipo_financiamiento
-0.8167402349386712,-2.5874802311587204,4,1.0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0.8674858642202468,-2.586028322275518,4,1.0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
2.0249734456581905,-2.5752322416072397,4,1.0,1,1,1,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
-1.618019201163315,-2.5646933635754907,2,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
-1.618019201163315,-2.5646933635754907,2,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-1.618019201163315,-2.5646933635754907,2,0.0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
-1.618019201163315,-2.5646933635754907,2,0.0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-0.21315747330853171,-2.5638098725190157,1,1.0,0,1,0,0,6,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,3
1.3826300411751908,-2.5606411360369865,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
1.9211321601113345,-2.5567509461594944,4,1.0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.41581435569247677,-2.5508481456511696,4,1.0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3
-1.0394023557811973,-2.5480163446229924,0,0.0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
-0.7326177917165234,-2.5385461435460175,4,1.0,0,1,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1.3635036104224685,-2.5370453661618755,3,1.0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3
-1.3296840260548062,-2.535659043950987,4,0.0,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
0.3795926195767031,-2.5243189797064516,2,1.0,1,1,1,1,3,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0
1.3941397517166512,-2.5134457382472153,2,0.0,0,1,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3
-1.0842563748030671,-2.512874748394123,4,1.0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
-1.5041915491172497,-2.507672825070337,4,0.0,1,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.3405688195641168,-2.503948530893407,2,1.0,0,0,0,1,6,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,3
-0.12624223267558812,-2.50259693103845,4,0.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3
-1.0919577252388972,-2.4885035125698787,4,1.0,0,0,0,0,3,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,3
0.43714117228400745,-2.4876688900143438,4,1.0,0,0,0,0,7,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,3
-1.3488950870320975,-2.4789998751501554,4,1.0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
-1.2605411325814713,-2.468630750858515,4,0.0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
-0.62818409459768,-2.4658593924499224,4,0.0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.8680261510278279,-2.462756242640208,2,1.0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
-1.0973740596113495,-2.453039127032166,4,1.0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
-1.4808336071360497,-2.4502086120171715,4,1.0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3
1.8321857940887212,-2.440070970098407,0,0.0,1,1,1,1,8,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3
1.163268499090877,-2.438352856486397,4,0.0,0,0,0,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,3
1.02455956102136,-2.4380262091380063,3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1.2686331286799863,-2.4341025829177667,2,1.0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
0.09988972737428997,-2.433724495042069,4,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0.9099702369541688,-2.425006611676941,4,1.0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3
2.3204175596305427,-2.42456808118166,4,1.0,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
0.2741433597630246,-2.423368230882255,2,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
-1.4615379159341888,-2.421882885656304,2,1.0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
1.7238591066396776,-2.4203190936262113,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
1.4428021308441514,-2.418723151266553,3,1.0,1,1,1,1,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
-1.1148925160972496,-2.4180094139501875,4,1.0,1,1,1,1,5,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
1.2087995599093035,-2.41449602593521,2,1.0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3
-0.7922821000380668,-2.4123651020915724,4,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
-0.7922821000380668,-2.4123651020915724,4,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.7922821000380668,-2.4123651020915724,4,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
-0.7922821000380668,-2.4123651020915724,4,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.562224644197825,-2.4106186961895446,2,1.0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
-0.691826023473993,-2.4073637968242783,0,1.0,1,1,1,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3
-1.4719474335562455,-2.4017966457566224,4,1.0,1,1,1,1,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
-1.4719474335562455,-2.4017966457566224,4,1.0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.4719474335562455,-2.4017966457566224,4,1.0,1,1,1,1,2,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0
-1.4719474335562455,-2.4017966457566224,4,1.0,1,1,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
-0.5388992076767883,-2.4002238516342516,1,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,3
-0.5388992076767883,-2.4002238516342516,1,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,3
-0.5388992076767883,-2.4002238516342516,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,3
-0.5388992076767883,-2.4002238516342516,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,3
0.43265577038182074,-2.397605528794393,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3
2.7048926698500786,-2.3957305215741007,4,0.0,1,1,1,1,5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3
-0.5502396577691102,-2.382919258248624,4,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3
-0.5502396577691102,-2.382919258248624,4,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3
-0.5502396577691102,-2.382919258248624,4,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3
-0.5502396577691102,-2.382919258248624,4,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3
-0.31276724762691,-2.3826016129925107,0,1.0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
-1.1406201043663975,-2.3815612283277536,0,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.401535086714367,-2.3793081332317656,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
0.7832787907735296,-2.378720425207298,4,0.0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
-1.0839178539047887,-2.3774987126837885,3,0.0,1,1,1,1,6,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,3
-1.186235795409393,-2.3698250720229646,3,1.0,1,1,1,1,8,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,3
-0.5548096898958669,-2.3656661053903014,4,0.0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3
0.8552991118822295,-2.361769485446897,2,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3
0.8552991118822295,-2.361769485446897,2,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3
0.8552991118822295,-2.361769485446897,2,0.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,3
0.8552991118822295,-2.361769485446897,2,0.0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3
-1.089080297603532,-2.3581840806936913,1,0.0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3
1.5421580144888212,-2.357610518814233,4,1.0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.3726529411619987,-2.344893134451089,2,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
0.0729773159611684,-2.3423262521385357,4,1.0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
-1.6142108410576848,-2.338998050021859,4,0.0,0,0,0,0,6,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
0.025161239079363625,-2.3354280774268457,4,0.0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
1.0582423904000466,-2.3270329833705596,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
-0.5309439665672494,-2.323648196673847,2,1.0,0,0,0,0,6,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
0.0059501781020725895,-2.321569999370698,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
-0.5843456382706451,-2.321148187046791,4,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
-0.975421906006606,-2.320528328692758,3,0.0,0,1,0,1,4,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,3
0.10496754084846407,-2.319315618261526,3,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3
-0.34746563970043204,-2.3104614174990386,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
-0.2972799165306796,-2.308740731860663,4,1.0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
-0.18971490110276207,-2.3054845464822136,3,0.0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3
-0.6897102678597536,-2.3051308928569876,4,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
-0.8719191413580278,-2.3028019229832237,1,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.9908246068782668,-2.3025768706762615,3,0.0,0,0,0,0,7,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,3
1.2484911352324297,-2.30220649887966,0,0.0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
-0.7717169554676625,-2.3022000688137476,4,1.0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
0.7383401415270899,-2.2920161304204063,4,0.0,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
0.7383401415270899,-2.2920161304204063,4,0.0,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
0.7383401415270899,-2.2920161304204063,4,0.0,1,0,0,0,6,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
0.7383401415270899,-2.2920161304204063,4,0.0,1,0,0,0,6,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
1.115790943107351,-2.290690250829103,0,0.0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
-1.5367741855765322,-2.2810953064734134,4,0.0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
-0.677184994623458,-2.2753018170856123,4,1.0,1,1,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3
-0.20664094601667535,-2.2737457411346154,3,1.0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-1.367090585314554,-2.2735438370649406,4,0.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3
1.860198398421247,-2.272907260539533,3,0.0,1,1,1,1,7,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3
-0.7887276306061451,-2.261073367232863,4,1.0,0,1,0,0,7,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3
0.9405217480237815,-2.2592125061575805,4,1.0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1
0.25120856890467236,-2.2590864768656815,3,0.0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
0.25120856890467236,-2.2590864768656815,3,0.0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
-1.1616930302842192,-2.2585026268807624,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
-0.4095842245344931,-2.257100872511683,4,0.0,1,0,0,1,4,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2
1.696862065001986,-2.255385330926039,0,1.0,0,0,0,0,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,3
1.8847411635464213,-2.253419016769779,4,1.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
1.3401456684412687,-2.246514411992176,4,1.0,1,1,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,3
-0.06894757064199249,-2.2453685742464424,0,1.0,1,1,1,1,4,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1
-0.6951266022322058,-2.2426165060355885,2,1.0,0,1,0,0,8,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3
-0.6005100111634321,-2.2407697911053153,4,1.0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.75585859801299,-2.2377746664029416,1,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
0.7666066365333251,-2.2373477100263055,4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.7296232283964252,-2.237238398905781,0,1.0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,3
-0.2387158011285404,-2.2270570325388053,0,0.0,1,1,1,1,5,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0
0.05672831284381186,-2.226096380691372,4,0.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3
0.6947555758737644,-2.22535563709817,3,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3
0.47759441962825977,-2.2153877489195146,3,0.0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.385507468810556,-2.213006052505262,4,1.0,0,1,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2.6094297765356087,-2.212622820576834,4,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0.31688162317065527,-2.2124363486653515,2,1.0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
-0.01816943590025382,-2.211712323243524,2,1.0,0,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
0.7361397556882816,-2.210419879994969,0,0.0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,3
-0.20156313254250124,-2.2088419418198675,3,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
-0.08358859949252744,-2.2082117953603735,4,1.0,0,1,0,0,3,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
0.6090251583847943,-2.207507060136285,4,1.0,0,0,1,0,6,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,3
-1.0450725808273582,-2.205008336522413,4,1.0,1,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,3
-0.981853803073893,-2.2039460896335505,4,1.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
-0.745143064952819,-2.20367345483883,0,1.0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
2.1526804545336646,-2.2016222638125162,4,0.0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
1.4211367933543428,-2.200166496889766,4,0.0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
0.3498027805282164,-2.1973385539011363,4,1.0,1,1,1,1,2,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0
-0.970597983206141,-2.190117589880603,3,1.0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,3
1.0318377603343425,-2.1888290046715966,0,1.0,1,1,1,1,3,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0
0.7637292088979599,-2.188067684867472,1,0.0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0.2611103051793119,-2.1867032248806892,4,1.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,3
0.28971532108382503,-2.186178531502171,4,0.0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
0.61571094612579,-2.1798500606303914,4,0.0,1,1,1,1,6,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,3
1.0805001394618428,-2.1759778749374568,0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5212868544803018,-2.1756447975231525,3,1.0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1.11799132894616,-2.173462433152209,3,0.0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7392710739973554,-2.1734431429544703,4,1.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
-0.5533709760781843,-2.1732862493461877,4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
-0.4653555425258365,-2.16999662762499,3,0.0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1.7252131902327905,-2.1689858212634334,3,1.0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.7721922313549165,-2.168331240553469,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3
-0.979314896336806,-2.16491944757992,4,1.0,0,1,0,1,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
-1.2135713579453626,-2.1642031382371885,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
-1.080363384472867,-2.1617970075724657,4,1.0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3
-1.4320019675594104,-2.1612427358907476,4,1.0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3
1.469714542257273,-2.160384965097925,3,0.0,0,0,0,0,4,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,3
-0.2505640325682796,-2.158373640480273,0,0.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.55156123590206,-2.155383659830631,3,1.0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
1.3643499126681646,-2.152740902740303,4,1.0,0,1,0,0,7,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,3
-0.7135759911883711,-2.146380281538956,4,0.0,1,1,1,1,8,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
-0.3601601733858667,-2.145316748636912,0,1.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.6592108815545469,-2.1405662159402326,4,1.0,0,0,0,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,3
-0.5982249951000537,-2.139020428094697,4,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.4048356654725802,-2.1384880186370836,3,0.0,1,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0894709432662162,-2.135705086109847,0,1.0,0,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
-1.0082584331395974,-2.1353810107878206,4,1.0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
0.20889345661988973,-2.1341592982643114,0,1.0,1,1,1,1,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3
-1.1710023549868713,-2.132056666710692,4,0.0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
-1.0792631915534627,-2.1320489506315967,0,1.0,1,1,1,1,3,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
0.9977317798328078,-2.13147667476532,2,1.0,0,0,1,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.18384291014729848,-2.128866068004558,3,0.0,1,1,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3
-0.924220620142019,-2.128644873737144,1,1.0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
0.012805226292207634,-2.127553048545081,4,1.0,1,1,1,1,6,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3
-1.3802082701228366,-2.1223729874453996,2,1.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
-0.33113200635850554,-2.1208477758107867,3,0.0,0,0,1,1,4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
0.47615570581057687,-2.1200530196639136,2,1.0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,3
-0.6370702681774841,-2.1197855289219247,3,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.6917413932494233,-2.1195566185754147,1,0.0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3
0.6385611067595729,-2.117677753315575,4,1.0,0,0,0,0,3,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
-1.0236611340112582,-2.1162862870519557,4,1.0,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3
0.2672036813483202,-2.1162734269201304,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
0.6400844508018252,-2.1101687223421295,2,0.0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3
1.5783797506045947,-2.110161006263033,0,1.0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3
-0.8235106529042365,-2.109703185570013,4,0.0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
